kind	id	subject	source_title	primary_route	readiness	source_checklist
exercise_card	059	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	060	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	063	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	069	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	071	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	074	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	076	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	077	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	086	EXERCISE_LANE	Matrix boards and factorization diagrams	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	006	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	010	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	011	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	014	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	015	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	016	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	033	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	043	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	046	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	047	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	049	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	050	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	051	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	053	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	055	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	056	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	057	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	078	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	079	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	082	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	089	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	130	EXERCISE_LANE	Vectors, bases, and linear maps	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	002	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	003	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	005	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	009	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	038	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	054	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	081	EXERCISE_LANE	Functions, bases, and fits	F02	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	012	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	013	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	035	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	039	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	052	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	096	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	097	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	098	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	099	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	131	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	132	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	133	EXERCISE_LANE	Metrics, quadratic geometry, and distance	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	017	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	024	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	042	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	058	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	062	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	068	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	073	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	125	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	126	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	127	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	128	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	129	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	134	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	135	EXERCISE_LANE	Spectra and complex-plane diagrams	F11	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	022	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	023	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	025	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	061	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	066	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	088	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	090	EXERCISE_LANE	Iteration and convergence	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	020	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	021	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	030	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	064	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	067	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	070	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	087	EXERCISE_LANE	Precision and computational work	F03	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	026	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	028	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	029	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	091	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	092	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	093	EXERCISE_LANE	Spectral discretization	F08	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	008	EXERCISE_LANE	Incidence, parity, and dependency graphs	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	036	EXERCISE_LANE	Incidence, parity, and dependency graphs	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	045	EXERCISE_LANE	Incidence, parity, and dependency graphs	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	065	EXERCISE_LANE	Incidence, parity, and dependency graphs	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	075	EXERCISE_LANE	Incidence, parity, and dependency graphs	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	040	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	080	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	083	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	084	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	094	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	095	EXERCISE_LANE	Meshes, coordinates, and physical fields	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	027	EXERCISE_LANE	Proof and assumption diagrams	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	072	EXERCISE_LANE	Proof and assumption diagrams	F07	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	034	EXERCISE_LANE	Composition and differentiation diagrams	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	085	EXERCISE_LANE	Composition and differentiation diagrams	F06	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	100	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	101	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	102	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	103	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	104	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	105	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	106	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	107	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	108	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	109	EXERCISE_LANE	Convexity, information, and optimization	F10	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	110	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	111	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	112	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	113	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	114	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	115	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	116	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	117	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	118	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	124	EXERCISE_LANE	Brownian motion, SDEs, and arrivals	F12	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	119	EXERCISE_LANE	Tail asymptotics and order statistics	F05	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	120	EXERCISE_LANE	Tail asymptotics and order statistics	F05	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	121	EXERCISE_LANE	Tail asymptotics and order statistics	F05	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	122	EXERCISE_LANE	Tail asymptotics and order statistics	F05	card_level_spec_required	docs/MATH_ASSET_TODO.md
exercise_card	123	EXERCISE_LANE	Tail asymptotics and order statistics	F05	card_level_spec_required	docs/MATH_ASSET_TODO.md
