ia_id	source	building	place	element	value	unit	value_m	leaf	printed_page	confidence	quote
growthofenglishh00gotc	Gotch, The Growth of the English House	Tattershall Castle brick tower	Lincolnshire	wall thickness (containing mural chambers and a long vaulted passage)	some 12 ft. thick	ft	3.658	96	80	author-estimate	supplemented by small chambers in three of the turrets, and by one or two others in the walls, which are some 12 ft. thick.
growthofenglishh00gotc	Gotch, The Growth of the English House	Tattershall Castle brick tower - circular staircase	Lincolnshire	stair well diameter	10 ft.	ft	3.048	96	80	measured	access from floor to floor is obtained by a circular staircase, 10 ft. in diameter. The rooms are approached from the stairs through vaulted lobbies, and on the third floor through a long vaulted passage in the thickness of the wall.
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (typical great hall - GENERAL SILL RULE)	England	window sill height above floor (ordinary hall side windows; bay window is the exception, brought down to floor)	some 10 or 12 ft.	ft	3.658	120	"103 (running head ""104 the growth of the ENGLISH HOUSE."" follows the sentence in the same slice)"	author-estimate	Its lights were brought down low enough to afford an outlook, whereas the other windows of the hall were kept up some 10 or 12 ft. from the floor.
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (typical great hall roof, 14th-15th c.)	England	bay spacing (roof principals spanning the hall side to side)	twelve feet or thereabouts	ft		134	"117 (head ""Il8 THE GROWTH OF THE ENGLISH HOUSE."" follows in the same slice)"	author-estimate	which spanned the hall from side to side at intervals of twelve feet or thereabouts.
growthofenglishh00gotc	Gotch, The Growth of the English House	Holdenby House (1580)	Northamptonshire	external front lengths (two fronts of the house block)	360 ft. and 224 ft.	ft	109.728	170	154	measured	Its fronts were 360 ft. and 224 ft. long, as against 320 ft. and 220 ft. at Blenheim, and 324 ft. and 210 ft. at Castle Howard.
growthofenglishh00gotc	Gotch, The Growth of the English House	Audley End (1610)	Essex	external frontages	470 ft. and 280 ft.	ft	143.256	170	154	measured	Audley End (1610) covered even more ground than Holdenby, its frontages extend- ing to 470 ft. and 280 ft.
growthofenglishh00gotc	Gotch, The Growth of the English House	"unnamed (published design, Kent's ""Designs of Inigo Jones"")"	England	storey height, principal (first) storey rooms	18 Feet high	ft	5.486	246		measured	The Rooms of the Plan are 18 Feet high; those above ’em
growthofenglishh00gotc	Gotch, The Growth of the English House	"unnamed (published design, Kent's ""Designs of Inigo Jones"")"	England	storey height, rooms of the storey above	16 Feet high	ft	4.877	247		measured	are 16 Feet high, except the Middle Room which comes over the Arcade to the Front, and includes the Attic Story.
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (published designs, 18th c. fashion)	England	"internal height of a single double-storey ""middle room"""	as much as 40 ft. high	ft	12.192	247	230	author-estimate	it became fashionable (at any rate in published plans) to have one large and lofty room, sometimes as much as 40 ft. high.
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (published designs, 18th c. attic storey)	England	window opening width (attic windows set in the frieze of the entablature)	3 or 4 ft.	ft	1.219	247	230	author-estimate	the windows of the attic storey are in the frieze of the entablature : this would allow a width of 3 or 4 ft., by a height which could ... only be measured in inches
growthofenglishh00gotc	Gotch, The Growth of the English House	Bishop's Palace, Salisbury - drawing-room	Wiltshire	internal length x width (room built over 12th-c. vaulting)	50 ft. by 25 ft.	ft	15.240	262	246	measured	This is the drawing-room, built over some of Bishop Poore’s twelfth-century vaulting. It is 50 ft. by 25 ft., a fine apartment
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (18th-c. design manual worked example, centre block)	England	external front length and depth	65 ft. frontage; from 40 to 45 ft. depth	ft	19.812	242	226	author-estimate	The builder at once replies that a 65 ft. frontage will answer the purpose. ... Sixty-five feet being the correct length of the front, it follows that from 40 to 45 ft. must be the depth.
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (18th-c. design manual worked example, detached wings)	England	wing front length and depth, and offset from centre block	35 ft. front, 48 ft. depth; set 28 ft. to right and left and 13 ft. forward	ft	10.668	242	226	author-estimate	The best measure in proportion to the 65 ft. is 35 : accordingly that is to be the length of the front of each wing. As to their depth, “ for a house of this bigness and design, 48 ft. will be a good measure.”
growthofenglishh00gotc	Gotch, The Growth of the English House	unnamed (17th-18th c. panelled interiors)	England	dado moulding height above floor (panelling divided into low and lofty ranges)	about 3 ft.	ft	0.914	277		author-estimate	a range of panels near the floor, surmounted by a horizontal moulding which made the circuit of the room at the height of about 3 ft. from the floor
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Oakham Castle great hall	Oakham, Rutland	internal length	65 ft	ft	19.812	109	29	measured	It measures inside DOMESTIC ARCHITECTURE : TWELFTH CENTURY. HALL OF OAKHAM CASTLE. 6CALE OF FEET. GROUND PLAN / OAKHAM CASTLE. 29 65 ft. by 43 ft., and is divided by two rows of pillars and arches, thus cutting off two aisles which are lean-tos.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Oakham Castle great hall	Oakham, Rutland	internal width	43 ft	ft	13.106	109	29	measured	It measures inside DOMESTIC ARCHITECTURE : TWELFTH CENTURY. HALL OF OAKHAM CASTLE. 6CALE OF FEET. GROUND PLAN / OAKHAM CASTLE. 29 65 ft. by 43 ft., and is divided by two rows of pillars and arches, thus cutting off two aisles which are lean-tos.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	external length	107 feet	ft	32.614	146	44	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	external width	34 feet	ft	10.363	146	44	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	wall thickness	3 feet 6 inches	ft in	1.067	146	44	measured	It measures exter- nally 107 feet by 34 feet, and the walls are 3 feet 6 inches in thickness.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	internal length	100 feet	ft	30.480	146	44	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	internal width	27 feet	ft	8.230	146	44	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	height to wall-plate (springing of roof)	26 feet	ft	7.925	146	44	measured	The interior measures 100 feet by 27 feet, and the walls to the springing of the roof are 26 feet high, and are plastered.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Priory of St Martin, refectory (now a barn)	Dover, Kent	height of blank lower wall below any opening	12 feet 6 inches	ft in	3.810	146	44	measured	The lower part of the wall to the height of 12 feet 6 inches is entirely blank, and appears never to have had any opening through it, except the doorway at the south- west angle, already mentioned
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, porch	Southwark, London	internal length	19 ft	ft	5.791	162	50	measured	The porch extended 19 ft., and appeared to have been longer; its width was 11 ft. 9 in.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, porch	Southwark, London	internal width	11 ft. 9 in.	ft in	3.581	162	50	measured	The porch extended 19 ft., and appeared to have been longer; its width was 11 ft. 9 in.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	internal length	40 ft. 3 in.	ft in	12.268	163	51	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	internal width	16 ft. 6 in.	ft in	5.029	163	51	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	undercroft height (to crown of vault)	14 ft. 3 in.	ft in	4.343	163	51	measured	The vaulted chamber formed a parallelogram of 40 ft. 3 in., by 16 ft. 6 in., and 14 ft. 3 in. high, the vaulted roof being supported by arches springing from six semi- circular pillars attached to the side walls
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	height of vault springing above floor (pillar incl. cap and base)	5 ft. 10 in.	ft in	1.778	163	51	measured	these pillars were 5 ft. 10 in. high, including the capitals and base.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	wall thickness	3 ft. 3 in.	ft in	0.991	163	51	measured	The walls were 3 ft. 3 in. thick.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	vault web thickness	9 in.	in	0.229	163	51	measured	the vault was entirely chalk, 9 in. thick : the rest of the lower building rubble.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hostelry of the Priors of Lewes, vaulted chamber (undercroft below hall)	Southwark, London	undercroft floor level below porch floor	nearly 3^ ft.	ft	0.914	163	51	ocr-uncertain	there was a flight of steps to the chamber, the floor of which was nearly 3^ ft. lower
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Norman house (probably of Baldwin de Redvers), by the keep mound	Christ Church (Christchurch), Hampshire	external length	about seventy feet	ft		130	38	author-estimate	It is about seventy feet long, and twenty-four broad, its walls, like those of the keep, being exceedingly thick.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Norman house (probably of Baldwin de Redvers), by the keep mound	Christ Church (Christchurch), Hampshire	external width	twenty-four	ft		130	38	ocr-uncertain	It is about seventy feet long, and twenty-four broad, its walls, like those of the keep, being exceedingly thick.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	London citizens' houses, statutory party wall (Assize of Buildings)	City of London	wall thickness	three feet	ft		95	18	measured	and so they shall construct, at their joint cost, a stone wall, three feet thick and sixteen feet in height.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	London citizens' houses, statutory party wall (Assize of Buildings)	City of London	party wall height (stone storey, timber above)	sixteen feet	ft		95	18	measured	and so they shall construct, at their joint cost, a stone wall, three feet thick and sixteen feet in height.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	London citizens' houses, statutory party wall (Assize of Buildings)	City of London	mural recess (arch) depth, each side of party wall	one foot	ft		95	18	measured	let the arches be made on each side of the depth of one foot only, so that the wall between the arches may be one foot thick.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	King's house for Edward I, upper chamber (camera ad estagiam)	Woolmer, Hampshire	internal length	seventy-two feet	ft		178	60	measured	This building consisted of an upper chamber {camera ad estagiam) seventy-two feet long and twenty- eight feet wide, with two chimneys, a small chapel and two wardrobes, of masonry
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	King's house for Edward I, upper chamber (camera ad estagiam)	Woolmer, Hampshire	internal width	twenty- eight feet	ft		178	60	ocr-uncertain	This building consisted of an upper chamber {camera ad estagiam) seventy-two feet long and twenty- eight feet wide, with two chimneys, a small chapel and two wardrobes, of masonry
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	"Licence to crenellate ""Mockes"", enclosing wall"	"""Mockes"", Herefordshire"	enclosure wall height below the crenellation	ten feet	ft		192	71	measured	with a wall of stone and lime, without tower or turret, so that the wall under the crenellation should be ten feet high.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), hall	Charney, parish of Longworth, Berkshire	internal length	about 36 feet	ft	10.973	320	154	author-estimate	the foun- dations and part of the back wall appear to be original ; it was about 36 feet by 17.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), hall	Charney, parish of Longworth, Berkshire	internal width	17	ft	5.182	320	154	author-estimate	the foun- dations and part of the back wall appear to be original ; it was about 36 feet by 17.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), chapel / private oratory over south wing	Charney, parish of Longworth, Berkshire	internal length	12 ft. 5 in.	ft in	3.785	320	154	measured	and is itself so small (12 ft. 5 in. by 9 ft. 10 in.) that it appears to have been merely a private oratory
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), chapel / private oratory over south wing	Charney, parish of Longworth, Berkshire	internal width	9 ft. 10 in.	ft in	2.997	320	154	measured	and is itself so small (12 ft. 5 in. by 9 ft. 10 in.) that it appears to have been merely a private oratory
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), south wing ground-floor room under the solar	Charney, parish of Longworth, Berkshire	internal length	30 feet	ft	9.144	331	155	measured	the larger room is 30 feet by 16, and has an original fire-place in it
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Charney-Basset (the Monk's House), south wing ground-floor room under the solar	Charney, parish of Longworth, Berkshire	internal width	16	ft	4.877	331	155	measured	the larger room is 30 feet by 16, and has an original fire-place in it
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Stoke-Say (Stokesay) castle, moat	Stoke-Say, Shropshire	moat width	about 22 feet	ft	6.706	337	157	author-estimate	The buildings and court-yard are surrounded with a moat about 22 feet wide, and which comes up close to the walls of the house
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Stoke-Say (Stokesay) castle, great hall	Stoke-Say, Shropshire	internal length	51 ft	ft	15.545	347	159	measured	occupied in its whole height and width by the hall, which is in the interior 51 ft. by 31.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Stoke-Say (Stokesay) castle, great hall	Stoke-Say, Shropshire	internal width	31	ft	9.449	347	159	measured	occupied in its whole height and width by the hall, which is in the interior 51 ft. by 31.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Stoke-Say (Stokesay) castle, tower projecting from north wing into the moat	Stoke-Say, Shropshire	external width	14 feet	ft	4.267	348	160	measured	a tower pro- jecting from it into the moat, having very thick walls, and measuring 14 feet on the outside, and not quite 7 within.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Stoke-Say (Stokesay) castle, tower projecting from north wing into the moat	Stoke-Say, Shropshire	internal width	not quite 7	ft	2.134	348	160	author-estimate	a tower pro- jecting from it into the moat, having very thick walls, and measuring 14 feet on the outside, and not quite 7 within.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Cottesford manor-house	Cottesford, Oxfordshire	wall thickness	two feet six inches	ft in		356	162	measured	the general thickness of the walls is two feet six inches.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Cottesford manor-house, first-floor closet in north-west projection	Cottesford, Oxfordshire	internal width (square on plan)	about six feet	ft		356	162	author-estimate	The first floor presents nothing remarkable but a small closet about six feet square in the north-west projection
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Crowhurst manor-house (two-storey block, vaulted below)	Crowhurst, Sussex	internal length	40 ft	ft	12.192	365	165	measured	They consist of portions of a building running east and west, and measuring internally 40 ft. by 23, and of a porch attached to the south-east angle.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Crowhurst manor-house (two-storey block, vaulted below)	Crowhurst, Sussex	internal width	23	ft	7.010	365	165	measured	They consist of portions of a building running east and west, and measuring internally 40 ft. by 23, and of a porch attached to the south-east angle.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Bishop's Palace, earlier block (long room or gallery over groin-vaulted ground floor)	Wells, Somerset	external length	about 80 ft	ft	24.384	366	165	author-estimate	The earlier portion is a building about 80 ft. by 40.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Bishop's Palace, earlier block (long room or gallery over groin-vaulted ground floor)	Wells, Somerset	external width	40	ft	12.192	366	165	author-estimate	The earlier portion is a building about 80 ft. by 40.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Bishop's Palace, great hall (ruined, octagonal turret at each angle)	Wells, Somerset	internal length	120 ft	ft	36.576	367	166	measured	It was a magnificent room, 120 ft. by 70, with windows in the side.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Bishop's Palace, great hall (ruined, octagonal turret at each angle)	Wells, Somerset	internal width	70	ft	21.336	367	166	measured	It was a magnificent room, 120 ft. by 70, with windows in the side.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Acton Burnell, bishop's house (parallelogram with corner towers)	Acton Burnell, Shropshire	external length	about ninety-five feet	ft		372	170	author-estimate	The general form of the house at Acton Burnell is a parallelogram measuring about ninety-five feet by sixty, and having a small square tower at each angle.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Acton Burnell, bishop's house (parallelogram with corner towers)	Acton Burnell, Shropshire	external width	sixty	ft		372	170	author-estimate	The general form of the house at Acton Burnell is a parallelogram measuring about ninety-five feet by sixty, and having a small square tower at each angle.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Acton Burnell, hall	Acton Burnell, Shropshire	internal length	50 ft	ft	15.240	383		measured	A. Hall, 50 ft by 24
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Acton Burnell, hall	Acton Burnell, Shropshire	internal width	24	ft	7.315	383		measured	A. Hall, 50 ft by 24
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Old Soar manor-house, principal room (solar over vaulted undercroft)	Old Soar, Kent	internal length	25 ft	ft	7.620	395	174	measured	The principal room is 25 ft. by 20; it has a fire-place in the north wall
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Old Soar manor-house, principal room (solar over vaulted undercroft)	Old Soar, Kent	internal width	20	ft	6.096	395	174	measured	The principal room is 25 ft. by 20; it has a fire-place in the north wall
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Old Soar manor-house, shaft beside the entrance doorway	Old Soar, Kent	corbel height above ground	about 5 ft	ft	1.524	395	174	author-estimate	By its side is a short shaft, resting on a corbel about 5 ft. from the ground, with a foliated capital supporting a block of stone
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	The Priory (present Deanery, formerly the prior's house), hall roof	Winchester, Hampshire	roof-arch corbel height below wall-plate	about two feet	ft		406	177	author-estimate	is supported by a wooden arch spring- ing from corbels, about two feet below the wall-plate, these corbels are carved into heads
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Clarendon palace, windows under the queen's new wardrobe (writ of Henry III)	Clarendon, Wiltshire	window opening width	one foot	ft		442	206	measured	to make under the new wardrobe of the queen at Clarendon, four windows, each to be of the width of one foot, and to cause them to be well barred with iron ; taking care that those windows be so high, that no one standing on the areaf can see through them.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Clarendon palace, great square kitchen (writ of Henry III)	Clarendon, Wiltshire	internal width and length (square, within the walls)	forty feet	ft		439	202	ocr-uncertain	And nigh the king's kitchen he is to make another great, and square, kitchen, which is to be every way within the walls forty feet
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Windsor Castle, wall from the king's hall door to the galilee of the new chapel (writ of Henry III)	Windsor, Berkshire	courtyard wall height	ten feet	ft		460	223	measured	Godfrey de Lyston is ordered to build a certain stone wall ten feet high from the door of the king's hall at Windsor to the galileed of the new chapel, with a certain doorway, not too large, opposite the wardrobe
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Windsor Castle, king's chamber against the castle wall (writ of Henry III)	Windsor, Berkshire	internal length	sixty feet	ft		430	193	measured	to make in our castle of Windsor a certain chamber for our use nigh the wall of the same castle of the length of sixty feet, and of the width of twenty-eight feet
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Windsor Castle, king's chamber against the castle wall (writ of Henry III)	Windsor, Berkshire	internal width	twenty-eight feet	ft		430	193	ocr-uncertain	to make in our castle of Windsor a certain chamber for our use nigh the wall of the same castle of the length of sixty feet, and of the width of twenty-eight feet
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Ludgershall, new hall replacing the old hall (writ of Henry III)	Ludgershall, Wiltshire	internal length	sixty feet	ft		440	204	measured	a new hall in place of the old hall, which is to be sixty feet long and forty feet wide, with four upright b windows
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Ludgershall, new hall replacing the old hall (writ of Henry III)	Ludgershall, Wiltshire	internal width	forty feet	ft		440	204	ocr-uncertain	a new hall in place of the old hall, which is to be sixty feet long and forty feet wide, with four upright b windows
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Dublin Castle, hall ordered after the pattern of Canterbury (writ of Henry III)	Dublin, Ireland	internal length	one hundred and twenty- feet	ft		495	259	ocr-uncertain	to cause to be built in Dublin castle a hall containing one hundred and twenty- feet in length and eighty feet in width, with sufficient windows and glass casements, after the fashion of the hall at Canterbury
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Dublin Castle, hall ordered after the pattern of Canterbury (writ of Henry III)	Dublin, Ireland	internal width	eighty feet	ft		495	259	measured	to cause to be built in Dublin castle a hall containing one hundred and twenty- feet in length and eighty feet in width, with sufficient windows and glass casements, after the fashion of the hall at Canterbury
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Dublin Castle hall, round window in the gable over the dais (writ of Henry III)	Dublin, Ireland	round window circumference	thirty feet	ft		495	259	ocr-uncertain	and they are to make in the gable over the dais a round window thirty feet in circumference
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Marlborough Castle, queen's chamber with an upper story (writ of Henry III)	Marlborough, Wiltshire	internal width (within the walls)	twenty-four feet	ft		443	206	ocr-uncertain	so that the same chamber contain twenty-four feet in width within the walls of the same chamber
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Guildford, solar over the new stone gateway (writ of Henry III)	Guildford, Surrey	internal length (within the walls)	thirty-two feet	ft		484	243	ocr-uncertain	We order you to build a certain stone gateway at Guildford, and a certain solar above that gateway, of the length of thirty-two feet, within the walls, and of the width of eighteen feet
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Guildford, solar over the new stone gateway (writ of Henry III)	Guildford, Surrey	internal width	eighteen feet	ft		484	243	measured	We order you to build a certain stone gateway at Guildford, and a certain solar above that gateway, of the length of thirty-two feet, within the walls, and of the width of eighteen feet
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Winchester Castle, house of the king's chaplains - extension to carry a cellar and solar (writ of Henry III)	Winchester, Hampshire	length of new cellar-and-solar extension	twenty-four feet	ft		485	249	ocr-uncertain	to lengthen the house of the king's chaplains by twenty-four HISTORICAL ILLUSTRATIONS. 249 feet, so that a cellar and solar may be made of that [new] length
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Hospital of St John, hall (built c.1160 by Henry II)	Angers, France	bay spacing (count of bays, three aisles)	eight bays in length	bays		514	269	measured	It is eight bays in length, each bay has a separate vault, there are therefore twenty-four of these small domes, but they are so low as not to interfere with the external roof.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Tower-house on the Moselle	Gondorf, Germany	internal length	about 42 ft	ft	12.802	502	266	author-estimate	It measures internally about 42 ft. by 28 ft.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Tower-house on the Moselle	Gondorf, Germany	internal width	28 ft	ft	8.534	502	266	author-estimate	It measures internally about 42 ft. by 28 ft.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Manoir de la Courbe, first (smaller) hall	near Bree, arrondissement of Laval, Mayenne, France	internal length	about 52 feet	ft	15.850	505	267	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Manoir de la Courbe, first (smaller) hall	near Bree, arrondissement of Laval, Mayenne, France	internal width	26	ft	7.925	505	267	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Manoir de la Courbe, second (larger) hall	near Bree, arrondissement of Laval, Mayenne, France	internal length	about 62 feet	ft	18.898	505	267	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
someaccountofdom00turn	Turner, Domestic Architecture in England vol 1	Manoir de la Courbe, second (larger) hall	near Bree, arrondissement of Laval, Mayenne, France	internal width	30	ft	9.144	505	267	author-estimate	The remains of two large halls are also mentioned, the one about 52 feet by 26, the other about 62 feet by 30d.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	Elsdon, Northumberland	internal length	27 ft. 10 in.	ft in	8.484	316	201	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	Elsdon, Northumberland	internal width	15 ft. 6 in.	ft in	4.724	316	201	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — ground-floor vaulted apartment (undercroft)	Elsdon, Northumberland	undercroft height (to crown of vault)	12 ft.	ft	3.658	316	201	measured	On the ground floor is a vaulted apart- ment, 12 ft. in height to the top of the arch, and 27 ft. 10 in. long, by 15 ft. 6 in. in width
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — tower shell	Elsdon, Northumberland	wall thickness (external walling, whole tower)	7 ft. 8 in.	ft in	2.337	315	201	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — tower shell	Elsdon, Northumberland	external length	43 ft. 2 in.	ft in	13.157	315	201	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — tower shell	Elsdon, Northumberland	external width	30 ft. 10 in.	ft in	9.398	315	201	measured	It is of good common walling, 7 ft. 8 in. in thickness, and its outside measurement is 43 ft. 2 in. by 30 ft. 10
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — tower shell	Elsdon, Northumberland	height to top of parapet wall	42 ft.	ft	12.802	316	201	measured	its height to the top of the parapet wall is 42 ft.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — entrance passage	Elsdon, Northumberland	door/entrance passage width	4 ft. 6 in.	ft in	1.372	316	201	measured	The entrance is by a passage on the north side, the width of which is 4 ft. 6 in.
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — newel staircase	Elsdon, Northumberland	newel stair diameter	5 ft. 8 in.	ft in	1.727	316	201	measured	a newel stair- case 5 ft. 8 in. in diameter, and lighted by three narrow loop-holes
someaccountofdom00park_0	Turner/Parker, Domestic Architecture in England vol 2	Elsdon Rectory, Northumberland — first floor	Elsdon, Northumberland	storey height (first floor)	10 ft. 8 in.	ft in	3.251	316	201	measured	This leads to the first floor 10 ft. 8 in. high
