candidate_id,accession,component,source_term,count,evidence,reuse_class,variation_axis
FC-03-30_120_59,30.120.59,rail,medial back rail,1,VISIBLE,exact accepted donor reuse,"Horizontal rail across the back frame at roughly lumbar height, lapped past the central back post; purely a tacking ground for the inside-back cover. Axes: length, height on the back frame, count (add rails as the back gets taller)."
FC-03-30_120_59,30.120.59,crest/cornice,serpentine (camel-back) crest rail,1,VISIBLE,shared profile or curve reuse,"One sawn rail carrying a double-ogee 'camel' silhouette with a central hump flanked by two lower lobes, sweeping down into the ends. Axes: number of lobes (scales with seat count), lobe amplitude, end sweep. The top-edge curve is the single most transferable spline in the object."
FC-03-30_120_59,30.120.59,brace,seat cross braces / medial rail,"NOT DETERMINABLE (at least 4 separate front-to-back braces visible across 243751 and 243752, plus one longitudinal medial rail)",VISIBLE,assembly-grammar reuse,"An internal grid inside the seat rectangle: one longitudinal member running the length of the seat below the rail tops, crossed by front-to-back sticks (some straight, at least two sawn with a shallow arc). Grammar axis: brace spacing / count as a function of seat length; straight-vs-arced stick; lapped over or tenoned into the rails."
FC-03-30_120_59,30.120.59,brace,corner glue blocks,NOT DETERMINABLE,PARTIALLY VISIBLE,exact accepted donor reuse,"Triangular/quarter blocks glued into the inside seat-rail corners; one is clearly visible at the rear-corner junction in 243752 and another at a front corner in 243753, but the full set is obscured by the frame members in every available angle. Axes: block section, leg-length, chamfer."
FC-03-30_120_59,30.120.59,brace,pegged reinforcing plate over rear-leg joint,"1 clearly visible (rear-leg-to-rail junction, 243753); total NOT DETERMINABLE",VISIBLE,exact accepted donor reuse,"A flat rectangular plate laid over the outside of the rear rail where a rear leg tenons in, fixed with four round pegs at its corners — a shop-level reinforcement/repair. Axes: plate outline, peg count/pattern. Extremely valuable as a 'this frame has been repaired' decal for aged furniture variants."
FC-03-30_120_59,30.120.59,bracket,knee bracket / knee return,NOT DETERMINABLE,PARTIALLY VISIBLE,shared profile or curve reuse,"The carved acanthus knee spreads laterally onto the underside of the seat rail; the returns flanking each cabriole leg are visible in silhouette in 243751 and 81378 but no view resolves whether they are integral to the leg blank or applied blocks. Axes: return length, curve, ornament carry-over."
FC-03-30_120_59,30.120.59,foot,claw-and-ball foot,3,VISIBLE,exact accepted donor reuse,"Ball gripped by four talons, on all three front legs only; the three rear legs simply taper to a chamfered end with no distinct foot. Axes: uniform scale, talon spread, ball diameter relative to ankle. This is a fixed donor mesh, not a recipe — swap it whole for pad foot, spade foot, or trifid."
FC-03-30_120_59,30.120.59,repeated ornament master,carved acanthus / rocaille knee ornament,2 masters — acanthus knee cartouche and claw-and-ball foot — each instanced 3 times,VISIBLE,exact accepted donor reuse,"The knee master is an acanthus-and-shell cartouche filling the knee face and returning onto the rail; it is repeated identically on left, centre and right front legs. Axes: instance scale, mirroring, density (a plainer bench drops it entirely). Directly analogous to the baseline's repeated botanical marquetry elements, but carved in relief rather than inlaid."
FC-03-30_120_59,30.120.59,upholstery webbing,,NOT DETERMINABLE,INFERRED FROM TYPE,assembly-grammar reuse,"The frame photographs show the object STRIPPED — no webbing survives in any view. Dense tack-hole scarring along the top and outer faces of the seat rails, crest, arm boards and back posts proves a tacked foundation was repeatedly applied. Asserted, not seen. Axes: strap count and spacing over the seat rectangle, single- vs double-layer weave."
FC-03-30_120_59,30.120.59,padding mass,,"4 (seat, back, and two arm/wing pads)",PARTIALLY VISIBLE,parameterized recipe reuse,"Read as swelled volume under the cover in DT11618/81378 and confirmed by the void the stripped frame leaves. Axes: crown height over the seat, roll radius at the front edge and arm tops, back-pad thickness. The seat mass is a single continuous bench pad, not per-seat cushions — that is the settee-vs-chair parameter."
FC-03-30_120_59,30.120.59,cover shell,,1 assembly; panel count NOT DETERMINABLE,VISIBLE,parameterized recipe reuse,"Two entirely different campaigns are documented in the same record — a figured damask in the 1931 photographs (81333, 81378) and the present yellow silk in DT11618/ADA3863. Vertical seams divide the inside back into loom-width panels. Axes: cloth pattern, seam positions, panel count. Proves the cover is a swappable skin over an unchanged frame."
FC-03-30_120_59,30.120.59,trim path,brass nailhead trim,"NOT DETERMINABLE (continuous runs along the crest and outer back edge, both arm scrolls, and the lower seat rail)",VISIBLE,shared profile or curve reuse,"Closely spaced domed brass nails following every exposed cover edge, including the double return down each arm scroll. ABSENT in the 1931 photographs and present in the modern ones, so it belongs to the cover campaign, not the frame. Axes: nail pitch, head diameter, single-vs-double run, which edges receive it."
FC-04-1972_47,1972.47,top slab,,1,VISIBLE,parameterized recipe reuse,"length, width, corner radius, thickness, board count (three board seams read in the plan view); the inlay program is a separate layer and can be stripped for a plain slab"
FC-04-1972_47,1972.47,moulding run,,"2 continuous runs VISIBLE (top-edge band; shelf-edge anthemion band) plus repeated short runs at each of the 4 capital blocks (bead-and-reel, rope-twist, vertical fluting) and 2 plinth surrounds",VISIBLE,shared profile or curve reuse,"profile section swap (anthemion / bead-and-reel / rope-twist / flute), repeat pitch, run length, mitre vs stopped ends"
FC-04-1972_47,1972.47,inlay path,"brass, mother-of-pearl and abalone inlay","NOT DETERMINABLE (unbounded); at least 6 distinct path families VISIBLE - brass strapwork loop band on top edge, MOP disc band, MOP teardrop band, globe meridian/parallel grid, radiating sunburst rays, ribbon outline)",VISIBLE,parameterized recipe reuse,"path length, node spacing, disc diameter, material assignment (brass line vs shell fill), density; the same band generator serves the top edge, the drawer rails and the capital rail"
FC-04-1972_47,1972.47,repeated ornament master,,"6 masters identified: MOP star (approx 120+ instances across top slab plus approx 30 per end panel), MOP circular disc, carved rosette/patera, carved flower-in-linked-chain, abalone rectangular plaque, carved palmette. Exact instance totals NOT DETERMINABLE",VISIBLE,exact accepted donor reuse,"scale (stars run at 4+ sizes on the top alone), scatter density, material, relief depth (flat inlay vs carved boss)"
FC-04-1972_47,1972.47,rail,,"3 VISIBLE per long face (drawer-band top rail, drawer-band bottom rail, capital under-rail); totals for the unseen long face NOT DETERMINABLE",VISIBLE,parameterized recipe reuse,"length, height, inlay band assignment; the capital under-rail is the same stock as the drawer bottom rail with a different inlay path"
FC-04-1972_47,1972.47,drawer front,,4 VISIBLE on the one long face shown; opposite long face NOT DETERMINABLE (no rear elevation supplied),VISIBLE,exact accepted donor reuse,"width, plaque count per front (here narrow-wide-narrow), handle position, plaque aspect; joints between fronts fall between paired narrow plaques so the front is a repeatable tile"
FC-04-1972_47,1972.47,handle,brass ring pull with shell-form backplate,4 VISIBLE (one per drawer front),VISIBLE,exact accepted donor reuse,"ring diameter, backplate motif (shell / palmette / rosette), metal finish; drop-ring pivot geometry is unchanged"
FC-04-1972_47,1972.47,drawer side,,NOT DETERMINABLE (8 if 4 two-sided drawers),INFERRED FROM TYPE,parameterized recipe reuse,"depth, height, dovetail pitch; asserted because drawer fronts are present, not observed"
FC-04-1972_47,1972.47,drawer bottom,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,"panel area, grain direction, groove setback; asserted from type only"
FC-04-1972_47,1972.47,runner,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,"length matched to case depth; asserted from type only, no drawer was opened in any view"
FC-04-1972_47,1972.47,guide,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,"length, cross-section; asserted from type only"
FC-04-1972_47,1972.47,fixed stop,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,"setback distance; asserted from type only - drawer fronts sit flush with the rails, which requires stops, but none were seen"
FC-04-1972_47,1972.47,lock/escutcheon,,NOT DETERMINABLE,NOT DETERMINABLE,parameterized recipe reuse,no keyhole is visible on any drawer front in the macro views; a lock may be concealed behind the shell backplate or absent entirely
FC-04-1972_47,1972.47,post,trestle standard,"4 VISIBLE (2 per trestle end, splayed, carved outer faces)",VISIBLE,parameterized recipe reuse,"height, splay angle, board width, taper; the carved palmette and swag are applied layers and can be removed to give a plain trestle standard"
FC-04-1972_47,1972.47,post,pier / pedestal under the drawer carcase,"2 VISIBLE (central piers standing on the shelf, one under each long face, joined by a cross rail); whether 2 further piers exist is NOT DETERMINABLE",PARTIALLY VISIBLE,assembly-grammar reuse,"pier count along the span (drives arch count), pier section, height above shelf; this is the load-bearing midspan support for a 60 in. drawer carcase"
FC-04-1972_47,1972.47,turned spindle,engaged fluted colonnette,"2 clearly VISIBLE (engaged fluted colonnettes with moulded base ring and moulded cap, one on each central pier); a third dark shaft is PARTIALLY VISIBLE behind, total NOT DETERMINABLE",PARTIALLY VISIBLE,parameterized recipe reuse,"shaft length, diameter, flute count, base/cap profile, engaged vs free-standing"
FC-04-1972_47,1972.47,stretcher,,3 VISIBLE (1 across each trestle-end base between the two posts; 1 central cross rail running front-to-back between the two shelf-borne piers),VISIBLE,exact accepted donor reuse,length only - all three are the same recipe: a flat rail board carrying a round bolster with three carved collars. Retargeting is a single length parameter
FC-04-1972_47,1972.47,strap/band,carved acanthus binding / fasces-style collar,9 VISIBLE (3 carved leaf-and-bead collars strapped over each of the 3 bolster stretchers),VISIBLE,exact accepted donor reuse,"collar count per bar, spacing, leaf-tail length below the bar, wrap depth"
FC-04-1972_47,1972.47,trim path,"carved rope swag, tasselled fringe","4 carved rope festoon runs VISIBLE (2 per trestle end, springing from patera bosses), plus a continuous tasselled fringe run along the lower edge of each end apron (2) and 2 carved tassel drops at the central piers",VISIBLE,shared profile or curve reuse,"catenary sag depth, rope twist pitch, tassel count and spacing, fringe tooth pitch; this is a curve-plus-section sweep, retargetable to any span"
FC-04-1972_47,1972.47,panel frame,,"2 VISIBLE (one per trestle end, the stiles carried by the posts and headed by the capital under-rail)",VISIBLE,parameterized recipe reuse,"opening width and height, stile width, whether the stile carries the rosette-in-chain band"
FC-04-1972_47,1972.47,floating panel,,"2 VISIBLE (Eastern-hemisphere globe at one end, Western-hemisphere globe at the other - mirrored variants of one recipe)",VISIBLE,parameterized recipe reuse,"panel area, and the inlay program on it (globe hemisphere, star ring count, drapery swag count) is a wholly separate parameter set from the panel blank"
FC-04-1972_47,1972.47,apron,carved swag/valance,"2 VISIBLE (carved drapery valance beneath each end panel: rosette band, guilloche band, tasselled fringe)",VISIBLE,parameterized recipe reuse,"arc radius and depth of the swag, rosette count in the band, fringe pitch; scales directly with the end width"
FC-04-1972_47,1972.47,apron,cusped openwork arch / arcade,2 VISIBLE on the one long face shown (pierced cusped arches springing from the central pier toward each trestle end); the matching pair on the unseen long face is INFERRED FROM TYPE,PARTIALLY VISIBLE,parameterized recipe reuse,"span, rise, cusp (scallop) count on the soffit, archivolt flute count, pierced vs solid spandrel - the single highest-leverage part in the object for retargeting to architecture"
FC-04-1972_47,1972.47,bracket,console volute / scroll capital,"4 VISIBLE (corner capital blocks: a coiled-rope spiral volute disc on the end face, a reeded bolster roll on the long face, over a fluted pilaster block)",VISIBLE,exact accepted donor reuse,"volute disc diameter, coil turn count, bolster length, pilaster flute count; the block is a two-faced corner terminal and can be dropped on any post head"
FC-04-1972_47,1972.47,bracket,carved palmette,"4 VISIBLE (large carved palmette/anthemion brackets on the outer face of each trestle post, 2 per end)",VISIBLE,shared profile or curve reuse,"height, lobe count, curl radius of the terminal scrolls, relief depth"
FC-04-1972_47,1972.47,plinth,,"2 VISIBLE (one per trestle end, a framed board between the two posts carrying two applied patera bosses)",VISIBLE,parameterized recipe reuse,"length, height, framed-panel inset depth, patera count"
FC-04-1972_47,1972.47,foot,paw foot,"4 VISIBLE (carved hairy paw with acanthus knuckle and side scroll boss, each seated on a flat circular disc pad)",VISIBLE,exact accepted donor reuse,"scale, toe count, disc pad diameter and thickness, forward rake; the disc pad is separable from the paw and reusable alone"
FC-04-1972_47,1972.47,shelf,,"1 VISIBLE (full-length medial slab spanning between the two trestles, edged with an anthemion moulding run over a plain rail)",VISIBLE,parameterized recipe reuse,"length, width, thickness, edge moulding profile, height above floor; carries the central piers so it is structural, not decorative"
FC-04-1972_47,1972.47,brace,,NOT DETERMINABLE,INFERRED FROM TYPE,parameterized recipe reuse,glue blocks / corner braces inside the frieze carcase are asserted from type; no underside view exists to confirm any
FC-04-1972_47,1972.47,back board,,NOT DETERMINABLE,NOT DETERMINABLE,parameterized recipe reuse,the recess behind each end apron reads dark and may be open through or closed by a board; no view resolves it
FC-04-1972_47,1972.47,castor,,NOT DETERMINABLE,NOT DETERMINABLE,parameterized recipe reuse,the paws sit on flat circular disc pads and no castor is visible in the close foot view; a concealed castor cannot be ruled out without an underside view
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",top slab,folding top / leaves,2,VISIBLE,parameterized recipe reuse,"Outline curve (serpentine front with quadrant-rounded ends), board thickness, edge profile, and whether the pair is mirror-matched veneer. alt2 shows the two leaves opened flat as a single mirrored field; alt0/alt1 show their undersides are plain secondary-wood boards with no lining, no dust board and no cleats."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",front leg,square tapered leg,2,VISIBLE,parameterized recipe reuse,"Overall length, post-block height above the taper start, top-to-foot taper ratio, and which of the four faces carry inlay. Two adjacent show faces are inlaid; the inner faces are plain (alt8, alt10)."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",rear leg/stile,square tapered leg,2,VISIBLE,exact accepted donor reuse,"Identical blank to the front leg with the inlay recipe suppressed — the rear elevation (alt8, alt10) shows the rear legs completely undecorated. The only axis is which faces receive the stringing pass."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",post,swing leg / fly leg,1,VISIBLE,exact accepted donor reuse,Same leg blank with an extended unfinished upper post. The high-res rear crop shows the upper ~15 cm of this post left raw and saw-marked because it is concealed when closed — a reusable 'concealed extension' parameter for any moving member.
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",rail,rear rail,1,VISIBLE,parameterized recipe reuse,"Length, depth, and finish grade. This member is a plain unveneered secondary-wood board — the single clearest demonstration in the object that decoration is a per-face flag, not a property of the part."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",rail,fly rail / swing rail,1,VISIBLE,parameterized recipe reuse,"Swing length (how far the leg travels), depth, and pivot offset from the rail end. alt7 shows it fully extended at 90 degrees carrying the swing leg at its outboard end; alt11 and alt10 show it closed and nested against the rear rail."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",apron,skirt,3 runs read between the corner posts (two curved end runs plus one serpentine front run); whether these are separate members or one continuous sawn band is NOT DETERMINABLE,PARTIALLY VISIBLE,shared profile or curve reuse,"The apron plan curve is the SAME curve that drives the top slab outline, offset inward — one curve parameter retargets both. Further axes: apron depth, veneer figure, and the number of stringing fields the run is divided into (here 5)."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",brace,corner glue block,2 visible at the rear corners in alt0 and the alt0 high-res crop; the front corners are obscured by the leaf underside and are NOT DETERMINABLE,PARTIALLY VISIBLE,parameterized recipe reuse,"Block depth and the two mating face angles. One face here mates to a CURVED end apron rather than a flat rail, so the recipe needs a 'seat against a swept surface' parameter — directly reusable for any curved-case object."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",hinge leaf,card-table hinge,"4 (2 hinges x 2 leaves), visible at both ends of the leaf joint in alt2 and in full detail at the rear corner in alt11",VISIBLE,exact accepted donor reuse,"Plate length, screw count (3 per leaf here), and let-in depth. The hinge is mortised into the mating EDGES of the two boards, not surface-mounted — that mortise recipe is the reusable part."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",pintle,fly-rail pivot,1,VISIBLE,exact accepted donor reuse,"A dark metal round-ended pivot plate with a central pin, mounted on a projecting wood boss at the inner end of the fly rail — clearest in the alt1 underside crop and again in the alt0 crop. Axes: boss projection, pin diameter, plate radius. Note this may be an early repair to an original wooden knuckle; the geometry above the plate is not resolved."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",fixed stop,,NOT DETERMINABLE,INFERRED FROM TYPE,assembly-grammar reuse,"A fly rail must be arrested at 90 degrees or the opened leaf collapses; alt7 shows it stopped square. I am asserting a stop exists because the mechanism requires one, not because I saw a discrete stop block — the rail shoulder butting the case may serve. A metal tab with a bright screw head is visible on the underside near the pivot in the alt0 crop but I cannot say it is the stop rather than a re"
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",inlay path,stringing / line inlay,"5 distinct figure types (round-headed leg panel, corner-post rectangle, apron end oval, serpentine-front elongated oval, continuous band under the top edge); total instance count NOT DETERMINABLE because the left-side and inner faces are not squarely photographed",VISIBLE,shared profile or curve reuse,"Line width, contrast wood, corner radius, and inset distance from the part edge. Every figure here is a single-width light line offsetting the silhouette of the face it sits on — an offset-inset generator, not drawn art. Density is the main dial: rear faces get zero passes, show faces get one to two."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",repeated ornament master,,2 masters (round-headed panel outline on leg faces; flattened oval panel outline on apron fields),VISIBLE,shared profile or curve reuse,"Aspect ratio and end-cap radius. IMPORTANT DIVERGENCE FROM BASELINE: there is no figural or botanical marquetry element anywhere on this object — the repeated masters are pure closed line-figures, so they retarget by stretching rather than by re-cutting."
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",moulding run,crossbanded / moulded top edge,2 leaf-edge runs; an apron top bead is PARTIALLY VISIBLE in alt5 and the alt4 apron crop,PARTIALLY VISIBLE,shared profile or curve reuse,Section profile swept along the same serpentine plan curve as the top slab and apron. alt5 shows three or four stacked lines at the closed edge but the individual section is not resolved at any available resolution.
FC-04-1969_262,"1969.262 (Cleveland Museum of Art) — ""Game Table,"" style of George Hepplewhite, Baltimore, Maryland, c. 1800; mahogany with inlays of various woods; overall 73.8 x 99.7 x 49.1 cm; CC0; 13 views (primary + alt0–alt11), including two undersides, a square rear elevation, closed and open states, and one raking rear-corner detail.",foot,,5,PARTIALLY VISIBLE,exact accepted donor reuse,"Plain rectangular termination with a slight pad flare. A horizontal seam crosses each leg roughly 12 cm above the floor (alt5 crop) where the stringing also stops — I cannot tell whether this is an original cuff line or a spliced repair, so the axis is 'banded vs. unbanded foot'."
FC-05-69_146_3,69.146.3,top slab,top,1,VISIBLE,parameterized recipe reuse,"length, depth, thickness, overhang amount, edge profile (here a shallow ovolo/chamfer over a small fillet); ebonized finish is a material swap, not a geometry change"
FC-05-69_146_3,69.146.3,crest/cornice,cornice moulding under the top,1,VISIBLE,shared profile or curve reuse,projection depth and profile height; returns on the two visible sides so the sweep path is a simple 3-sided or 4-sided rectangle loop — path length is the only other variable
FC-05-69_146_3,69.146.3,post,front corner stile / pilaster,2,VISIBLE,parameterized recipe reuse,"height, width, reed count (5 fine vertical reeds visible), and the number/spacing of carved roundel blocks interrupting the reeding (4 roundels in the upper block, 3 in the block below, per front stile)"
FC-05-69_146_3,69.146.3,rear leg/stile,rear stile,2,PARTIALLY VISIBLE,parameterized recipe reuse,"height and section; plain square, undecorated, running unbroken from cornice to floor and terminating in its own square foot rather than a turned one. Left rear stile is visible in both overall views; right rear is inferred by symmetry"
FC-05-69_146_3,69.146.3,foot,turned bun foot,2,VISIBLE,exact accepted donor reuse,"turning profile only — here a stack of three narrow rings over a compressed bun with a flat pad. Diameter and height scale independently; drop-in donor for any case piece, table, or chest in the library"
FC-05-69_146_3,69.146.3,plinth,base moulding / base rail,1,VISIBLE,parameterized recipe reuse,"height and profile; runs across the front under the bottom drawer and returns down both sides, tying the case to the feet"
FC-05-69_146_3,69.146.3,rail,drawer divider rail,6 visible on the front face; side and rear rails NOT DETERMINABLE,VISIBLE,parameterized recipe reuse,"count (drives drawer count), height, and the reeded face treatment — each divider carries a run of fine parallel reeds. The rail below the fall front additionally carries a brass keeper plate"
FC-05-69_146_3,69.146.3,panel frame,framed side / framed fall front,"3 (one per side, one on the fall front); left side and fall front seen, right side inferred by symmetry",PARTIALLY VISIBLE,assembly-grammar reuse,"number of panel openings per frame (3 stacked openings per side here: short upper, tall middle, long lower), stile/rail widths, and moulding profile of the frame lip. The grammar retargets directly to a wardrobe side, a door leaf, or a chest end"
FC-05-69_146_3,69.146.3,floating panel,recessed panel,"7 (3 per side, 1 on the fall front); 4 seen, 3 inferred by symmetry",PARTIALLY VISIBLE,parameterized recipe reuse,"panel aspect ratio, recess depth, and whether the field is left plain (all six side panels) or carries marquetry (the fall front panel only). Same panel primitive, two decoration states"
FC-05-69_146_3,69.146.3,lid,fall front / drop-front writing flap,1,VISIBLE,parameterized recipe reuse,"leaf width and depth, frame moulding depth, hinge edge (bottom-hinged here), and open angle stop. Both the closed and open states are documented, which is what makes this part worth taking"
FC-05-69_146_3,69.146.3,hinge leaf,,NOT DETERMINABLE,INFERRED FROM TYPE,exact accepted donor reuse,"A bottom-hinged fall front must pivot on something, but no knuckle, leaf, screw, or pintle is visible in any of the six views — the pivot line is concealed behind the fall's lower moulding even in the fully open view. Leaf size and count would vary with leaf width"
FC-05-69_146_3,69.146.3,brace,brass quadrant stay / lopper arm,2,VISIBLE,shared profile or curve reuse,"arc radius and chord length (set by fall depth), strap width, and whether the upper end slides in a slot in the carcass stile (as here) or is pinned. One per side, mirrored"
FC-05-69_146_3,69.146.3,drawer front,drawer front,"7 (5 exterior, 2 interior)",VISIBLE,parameterized recipe reuse,"height (the five exterior fronts are near-identical shallow bands), width, moulded surround profile, and ornament state: exterior fronts carry a full-width marquetry band, the two interior fronts are plain mahogany. Drawer count is the single biggest retargeting lever on this object"
FC-05-69_146_3,69.146.3,drawer side,,14 inferred (2 per drawer × 7 drawers),INFERRED FROM TYPE,parameterized recipe reuse,"length (case depth), height, and joinery at the front corner. No drawer is withdrawn in any view, so dovetail form, side thickness, and secondary wood are all unverified"
FC-05-69_146_3,69.146.3,drawer bottom,,7 inferred (1 per drawer),INFERRED FROM TYPE,parameterized recipe reuse,panel size and whether it is grooved into the sides or slip-supported. Not visible in any view
FC-05-69_146_3,69.146.3,runner,,NOT DETERMINABLE,INFERRED FROM TYPE,exact accepted donor reuse,"length equals case depth; section is a constant strip. Asserted because five full-width exterior drawers must ride on something, not because any runner is visible"
FC-05-69_146_3,69.146.3,guide,,NOT DETERMINABLE,INFERRED FROM TYPE,exact accepted donor reuse,length and standoff from the case side; kickers over the wide drawers are equally inferred. Nothing is visible
FC-05-69_146_3,69.146.3,fixed stop,,NOT DETERMINABLE,INFERRED FROM TYPE,exact accepted donor reuse,"position along the runner sets the closed flush depth. The exterior drawers do sit flush within their moulded surrounds, which requires stops, but none is visible"
FC-05-69_146_3,69.146.3,lattice upright,pigeonhole divider / partition,7 free-standing vertical division boards visible in the interior nest; total NOT DETERMINABLE,VISIBLE,assembly-grammar reuse,"Same upright-and-bridge grammar as the baseline chair's back screen, but with solid rather than pierced bays. Variation is board count and spacing: the left bank runs 3 closely spaced uprights making 4 narrow letter slots, the right bank runs 1 upright making 2 columns, and 2 tall uprights bound the centre bay. Board thickness and depth are shared constants"
FC-05-69_146_3,69.146.3,lattice bridge,pigeonhole shelf,7 horizontal division boards visible in the interior nest; total NOT DETERMINABLE,VISIBLE,assembly-grammar reuse,"row count and pitch. The right bank uses 2 rows of 2 cubbies; the left bank uses one bridge under the letter slots and one under its small drawer. Bridge span is set by the upright spacing, so the whole nest is one 2D grid recipe with a per-bay density parameter"
FC-05-69_146_3,69.146.3,shelf,,1 (the centre-bay shelf),VISIBLE,shared profile or curve reuse,"The centre bay's single shelf has a deliberately bowed, serpentine front edge — the only curved wooden edge on the whole object. Variation is the sagitta of the bow and the shelf span; the curve itself is a reusable profile for desk and cabinet interiors"
FC-05-69_146_3,69.146.3,handle,brass bail handle with quatrefoil rosette backplates,10 (2 on each of the 5 exterior drawer fronts),VISIBLE,exact accepted donor reuse,"bail width, and the ring-turned banding on the bail bar (three reeded collars visible in the macro view). Each bail hangs from 2 screwed quatrefoil rosette plates, so 20 rosette plates in all. Strongest single donor part on the object — reuseable on any drawer, chest, or door in the library"
FC-05-69_146_3,69.146.3,handle,brass drop pull,2 (1 on each interior small drawer),VISIBLE,exact accepted donor reuse,"A completely different, smaller pull type: a flat tapered brass loop with reeded flanks hanging from a small stepped boss. Variation is loop length and taper. Gives the library a second scale of pull for interior and small-case work"
FC-05-69_146_3,69.146.3,lock/escutcheon,escutcheon / keyhole plate,"6 visible brass fittings (5 escutcheon plates: top drawer, fall front, and the upper 3 of the 4 lower drawers; plus 1 slotted keeper plate on the rail below the fall). The bottom drawer has no keyhole",VISIBLE,exact accepted donor reuse,"plate outline (a small stepped-and-toothed square here, 4 screws), keyhole size, and whether the plate is set inside an inlaid cartouche or bare. The lock bodies themselves are behind the fronts and NOT DETERMINABLE"
