entry_id,source_id,leaf,printed_page,figure_no,caption,topic_tags,section_keyword_in_caption,dimensioned,priority,status
S213,ellis1902,n389,read off page (offset drifts),514,FATIGUE OF MATERIAL,sash_window;casement;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S214,ellis1902,n390,read off page (offset drifts),294,FILLISTER,shutter;door;frame_general;moulding,no,unknown,1,MAPPED
S215,ellis1902,n390,read off page (offset drifts),54,FIRRINGS,shutter;door;frame_general;moulding,no,unknown,1,MAPPED
S216,ellis1902,n391,read off page (offset drifts),382,FRAMED PARTITIONS,sash_window;casement;glazing;door;frame_general;roof,no,unknown,1,MAPPED
S217,ellis1902,n391,read off page (offset drifts),51,FRENCHMAN,sash_window;casement;glazing;door;frame_general;roof,no,unknown,1,MAPPED
S218,ellis1902,n391,read off page (offset drifts),19,GIMLET,sash_window;casement;glazing;door;frame_general;roof,no,unknown,1,MAPPED
S219,ellis1902,n392,read off page (offset drifts),178,HANGING SAsH,sash_window;skylight;door;frame_general;moulding;stair;roof,no,unknown,1,MAPPED
S220,ellis1902,n392,read off page (offset drifts),236,HAUNCHING,sash_window;skylight;door;frame_general;moulding;stair;roof,no,unknown,1,MAPPED
S221,ellis1902,n392,read off page (offset drifts),330,HEARTWOOD,sash_window;skylight;door;frame_general;moulding;stair;roof,no,unknown,1,MAPPED
S222,ellis1902,n393,read off page (offset drifts),831,LIVE KNOT,sash_window;door;frame_general;moulding;stair,no,unknown,1,MAPPED
S223,ellis1902,n393,read off page (offset drifts),107,MITRE CuT,sash_window;door;frame_general;moulding;stair,no,unknown,1,MAPPED
S224,ellis1902,n393,read off page (offset drifts),230,MITRE SHOOT,sash_window;door;frame_general;moulding;stair,no,unknown,1,MAPPED
S225,ellis1902,n393,read off page (offset drifts),283,MovuntT,sash_window;door;frame_general;moulding;stair,no,unknown,1,MAPPED
S226,ellis1902,n394,read off page (offset drifts),35,OPEN JoInT,sash_window;shutter;door;frame_general;moulding;stair,yes,unknown,1,MAPPED
S227,ellis1902,n395,read off page (offset drifts),4,QUATREFOIL,sash_window;door;frame_general;moulding;stair;roof,no,unknown,1,MAPPED
S228,ellis1902,n395,read off page (offset drifts),312,RAKE or RAKING,sash_window;door;frame_general;moulding;stair;roof,no,unknown,1,MAPPED
S229,ellis1902,n396,read off page (offset drifts),846,"ScRAPE, To",sash_window;door;moulding;roof,no,unknown,1,MAPPED
S230,ellis1902,n397,read off page (offset drifts),68,SCREEN,sash_window;casement;skylight;glazing;shutter;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S231,ellis1902,n397,read off page (offset drifts),139,SHOULDER PLANE,sash_window;casement;skylight;glazing;shutter;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S232,ellis1902,n397,read off page (offset drifts),138,SHow BoARD,sash_window;casement;skylight;glazing;shutter;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S233,ellis1902,n397,read off page (offset drifts),174,SKELETON FRAMING,sash_window;casement;skylight;glazing;shutter;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S234,ellis1902,n397,read off page (offset drifts),384,SKELETON OF A HOUSE,sash_window;casement;skylight;glazing;shutter;door;frame_general;moulding;roof,no,unknown,1,MAPPED
S235,ellis1902,n399,read off page (offset drifts),243,SUNK PANEL,door;frame_general;moulding;stair;roof,no,unknown,2,MAPPED
S236,ellis1902,n401,read off page (offset drifts),962,UNDERCUT,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S237,ellis1902,n401,read off page (offset drifts),430,VENTILATING SLIP,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S238,ellis1902,n401,read off page (offset drifts),399,VERGE BOARD,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S239,ellis1902,n401,read off page (offset drifts),970,WEATHERING,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S240,ellis1902,n401,read off page (offset drifts),404,WEATHER-BOARDING,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S241,ellis1902,n401,read off page (offset drifts),329,WELSH GROIN,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S242,ellis1902,n401,read off page (offset drifts),339,WHOLE TIMBER,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S243,ellis1902,n401,read off page (offset drifts),492,WINDOW BoARD,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S244,ellis1902,n401,read off page (offset drifts),76,Woop BRICK,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S245,ellis1902,n401,read off page (offset drifts),176,Woop HINGE,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S246,ellis1902,n401,read off page (offset drifts),301,WROUGHT,sash_window;glazing;frame_general,no,unknown,1,MAPPED
S247,mitchell1898,n40,27,73,,door;frame_general,unknown,unknown,2,MAPPED
S248,mitchell1898,n40,27,74,,door;frame_general,unknown,unknown,2,MAPPED
S249,mitchell1898,n58,45,124,,door,unknown,unknown,2,MAPPED
S250,mitchell1898,n58,45,128,,door,unknown,unknown,2,MAPPED
S251,mitchell1898,n139,126,269,,door,unknown,unknown,2,MAPPED
S252,mitchell1898,n139,126,270,,door,unknown,unknown,2,MAPPED
S253,mitchell1898,n141,128,276,,door,unknown,unknown,2,MAPPED
S254,mitchell1898,n192,179,372,,sash_window;door;moulding,unknown,unknown,1,MAPPED
S255,mitchell1898,n192,179,373,,sash_window;door;moulding,unknown,unknown,1,MAPPED
S256,mitchell1898,n192,179,374,,sash_window;door;moulding,unknown,unknown,1,MAPPED
S257,mitchell1898,n192,179,375,,sash_window;door;moulding,unknown,unknown,1,MAPPED
S258,mitchell1898,n197,184,386,,sash_window;casement;door,unknown,unknown,1,MAPPED
S259,mitchell1898,n197,184,387,,sash_window;casement;door,unknown,unknown,1,MAPPED
S260,mitchell1898,n197,184,388,,sash_window;casement;door,unknown,unknown,1,MAPPED
S261,mitchell1898,n197,184,390,,sash_window;casement;door,unknown,unknown,1,MAPPED
S262,mitchell1898,n205,192,406,,sash_window;frame_general,unknown,unknown,1,MAPPED
S263,mitchell1898,n205,192,407,,sash_window;frame_general,unknown,unknown,1,MAPPED
S264,mitchell1898,n205,192,408,,sash_window;frame_general,unknown,unknown,1,MAPPED
S265,mitchell1898,n207,194,426,,sash_window;casement;frame_general;moulding,unknown,unknown,1,MAPPED
S266,mitchell1898,n207,194,432,,sash_window;casement;frame_general;moulding,unknown,unknown,1,MAPPED
S267,mitchell1898,n208,195,407,,casement;door;frame_general,unknown,unknown,1,MAPPED
S268,mitchell1898,n208,195,409,,casement;door;frame_general,unknown,unknown,1,MAPPED
S269,mitchell1898,n208,195,435,,casement;door;frame_general,unknown,unknown,1,MAPPED
S270,mitchell1898,n210,197,413,,door,unknown,unknown,2,MAPPED
S271,mitchell1898,n210,197,414,,door,unknown,unknown,2,MAPPED
S272,mitchell1898,n212,199,412,,door,unknown,unknown,2,MAPPED
S273,mitchell1898,n212,199,415,,door,unknown,unknown,2,MAPPED
S274,mitchell1898,n212,199,420,,door,unknown,unknown,2,MAPPED
S275,mitchell1898,n213,200,417,,sash_window;door,unknown,unknown,1,MAPPED
S276,mitchell1898,n213,200,419,,sash_window;door,unknown,unknown,1,MAPPED
S277,mitchell1898,n214,201,385,,sash_window;door;frame_general,unknown,unknown,1,MAPPED
S278,mitchell1898,n214,201,423,,sash_window;door;frame_general,unknown,unknown,1,MAPPED
S279,mitchell1898,n214,201,425,,sash_window;door;frame_general,unknown,unknown,1,MAPPED
S280,mitchell1898,n215,202,424,,sash_window;casement;skylight;frame_general,unknown,unknown,1,MAPPED
S281,mitchell1898,n215,202,427,,sash_window;casement;skylight;frame_general,unknown,unknown,1,MAPPED
S282,mitchell1898,n215,202,428,,sash_window;casement;skylight;frame_general,unknown,unknown,1,MAPPED
S283,mitchell1898,n215,202,429,,sash_window;casement;skylight;frame_general,unknown,unknown,1,MAPPED
S284,mitchell1898,n218,205,430,,sash_window;casement;shutter;frame_general,unknown,unknown,1,MAPPED
S285,mitchell1898,n218,205,432,,sash_window;casement;shutter;frame_general,unknown,unknown,1,MAPPED
S286,mitchell1898,n220,207,435,,sash_window;casement;frame_general;moulding,unknown,unknown,1,MAPPED
S287,mitchell1898,n220,207,438,,sash_window;casement;frame_general;moulding,unknown,unknown,1,MAPPED
S288,mitchell1898,n298,285,3,,door;frame_general;roof,unknown,unknown,2,MAPPED
